country,elite,sw_f,englang,FLAG_incomplete,z_cs,female,mushyC,mushyR,univcode,SCORE-M,SCORE_MIN,SCORE_MAX,z_cs_new
USA,0,1,01,0,1.121985912,0,,,20,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,0,,,116,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,0,,,90,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,0,,,114,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,0,,,57,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,0,,,219,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,0,,,98,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,0,,,58,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,1,,,57,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,0,,,200,8,17,23,1.035169263
USA,0,1,02,0,1.121985912,0,,,200,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,0,,,186,8,17,23,1.035169263
USA,0,1,03,0,1.121985912,0,,,8,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,0,,,59,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,0,,,62,8,17,23,1.035169263
USA,1,1,01,0,1.121985912,0,,,226,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,0,,,9,8,17,23,1.035169263
USA,1,1,01,0,1.121985912,0,,,113,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,0,,,200,8,17,23,1.035169263
USA,1,1,02,0,1.121985912,0,,,113,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,0,,,227,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,0,,,203,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,0,,,99,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,0,,,8,8,17,23,1.035169263
USA,1,1,01,0,1.121985912,0,,,226,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,0,,,200,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,0,,,110,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,0,,,102,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,0,,,182,8,17,23,1.035169263
USA,1,1,01,0,1.121985912,0,,,68,8,17,23,1.035169263
USA,0,1,03,0,1.121985912,0,,,211,8,17,23,1.035169263
USA,1,1,03,0,1.121985912,0,,,30,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,0,,,87,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,0,,,222,8,17,23,1.035169263
USA,1,1,01,0,1.121985912,,,,161,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,,,,200,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,0,,,210,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,1,,,5,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,0,,,225,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,1,,,37,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,0,,,19,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,0,,,90,8,17,23,1.035169263
USA,1,1,01,0,1.121985912,0,,,226,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,0,,,147,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,0,,,200,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,0,,,103,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,,,,47,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,0,,,200,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,0,,,196,8,17,23,1.035169263
USA,1,1,02,0,1.121985912,,,,85,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,1,,,203,8,17,23,1.035169263
USA,1,1,01,0,1.121985912,0,,,68,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,0,,,148,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,0,,,97,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,0,,,214,8,17,23,1.035169263
USA,0,1,02,0,1.121985912,0,,,4,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,0,,,119,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,0,,,167,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,0,,,155,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,1,,,227,8,17,23,1.035169263
USA,0,1,03,0,1.121985912,0,,,82,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,0,,,141,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,0,,,205,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,0,,,205,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,0,,,62,8,17,23,1.035169263
USA,1,1,01,0,1.121985912,0,,,226,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,0,,,33,8,17,23,1.035169263
USA,0,1,02,0,1.121985912,0,,,28,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,0,,,135,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,0,,,34,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,1,,,111,8,17,23,1.035169263
USA,1,1,01,0,1.121985912,0,,,113,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,0,,,119,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,1,,,131,8,17,23,1.035169263
USA,0,1,01,0,1.121985912,0,,,218,8,17,23,1.035169263
Russia,1,48.14814377,,0,1.121985912,0,,0,305,8,17,23,1.035169263
Russia,1,56.57142639,,0,1.121985912,0,,0,314,8,17,23,1.035169263
India,1,1,,0,1.121985912,0,,,282,8,17,23,1.035169263
China,1,51.66666794,,0,1.121985912,1,0,,235,8,17,23,1.035169263
China,0,43.49999619,,0,1.121985912,0,0,,254,8,17,23,1.035169263
China,0,174.9999847,,0,1.121985912,0,0,,264,8,17,23,1.035169263
USA,0,1,01,1,0.979016781,0,,,90,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,121,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,1,,,119,7,16,22,0.88508671
USA,1,1,01,0,0.979016781,0,,,161,7,16,22,0.88508671
USA,1,1,01,0,0.979016781,0,,,113,7,16,22,0.88508671
USA,1,1,01,0,0.979016781,1,,,113,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,119,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,34,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,49,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,111,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,79,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,105,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,8,7,16,22,0.88508671
USA,1,1,02,0,0.979016781,0,,,68,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,148,7,16,22,0.88508671
USA,0,1,02,0,0.979016781,0,,,55,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,155,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,110,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,218,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,87,7,16,22,0.88508671
USA,1,1,02,0,0.979016781,0,,,68,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,228,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,142,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,149,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,203,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,119,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,166,7,16,22,0.88508671
USA,1,1,02,0,0.979016781,0,,,113,7,16,22,0.88508671
USA,0,1,00,0,0.979016781,0,,,200,7,16,22,0.88508671
USA,1,1,01,0,0.979016781,0,,,68,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,217,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,131,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,131,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,225,7,16,22,0.88508671
USA,0,1,02,0,0.979016781,0,,,28,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,126,7,16,22,0.88508671
USA,1,1,01,0,0.979016781,0,,,226,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,1,,,90,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,141,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,33,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,119,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,227,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,131,7,16,22,0.88508671
USA,0,1,02,0,0.979016781,0,,,119,7,16,22,0.88508671
USA,0,1,00,0,0.979016781,0,,,98,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,222,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,49,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,227,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,62,7,16,22,0.88508671
USA,1,1,01,0,0.979016781,0,,,113,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,1,,,119,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,145,7,16,22,0.88508671
USA,0,1,02,0,0.979016781,1,,,222,7,16,22,0.88508671
USA,1,1,01,0,0.979016781,0,,,113,7,16,22,0.88508671
USA,0,1,03,0,0.979016781,0,,,82,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,193,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,110,7,16,22,0.88508671
USA,1,1,01,0,0.979016781,0,,,226,7,16,22,0.88508671
USA,0,1,03,0,0.979016781,0,,,47,7,16,22,0.88508671
USA,1,1,01,0,0.979016781,0,,,113,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,54,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,110,7,16,22,0.88508671
USA,1,1,01,0,0.979016781,0,,,113,7,16,22,0.88508671
USA,0,1,00,0,0.979016781,,,,110,7,16,22,0.88508671
USA,0,1,03,0,0.979016781,0,,,210,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,42,7,16,22,0.88508671
USA,1,1,01,0,0.979016781,0,,,113,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,1,,,217,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,1,,,104,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,9,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,57,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,102,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,58,7,16,22,0.88508671
USA,1,1,01,0,0.979016781,0,,,226,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,130,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,102,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,,,,131,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,101,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,1,,,97,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,100,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,57,7,16,22,0.88508671
USA,1,1,01,0,0.979016781,0,,,226,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,91,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,90,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,109,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,90,7,16,22,0.88508671
USA,0,1,02,0,0.979016781,0,,,91,7,16,22,0.88508671
USA,1,1,01,0,0.979016781,0,,,226,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,86,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,104,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,134,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,148,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,120,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,62,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,74,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,,,,230,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,210,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,20,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,167,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,8,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,210,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,19,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,39,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,119,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,110,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,200,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,62,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,119,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,210,7,16,22,0.88508671
USA,0,1,02,0,0.979016781,0,,,109,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,34,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,64,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,218,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,35,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,228,7,16,22,0.88508671
USA,1,1,01,0,0.979016781,0,,,68,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,62,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,148,7,16,22,0.88508671
USA,1,1,02,0,0.979016781,1,,,16,7,16,22,0.88508671
USA,1,1,01,0,0.979016781,0,,,68,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,203,7,16,22,0.88508671
USA,1,1,01,0,0.979016781,0,,,161,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,1,,,76,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,1,,,111,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,119,7,16,22,0.88508671
USA,0,1,03,0,0.979016781,0,,,114,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,11,7,16,22,0.88508671
USA,1,1,01,0,0.979016781,0,,,161,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,119,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,18,7,16,22,0.88508671
USA,0,1,03,0,0.979016781,0,,,114,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,63,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,119,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,62,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,102,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,26,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,58,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,1,,,66,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,58,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,34,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,213,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,231,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,62,7,16,22,0.88508671
USA,0,1,02,0,0.979016781,0,,,49,7,16,22,0.88508671
USA,0,1,02,0,0.979016781,0,,,49,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,167,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,200,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,6,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,218,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,,,,119,7,16,22,0.88508671
USA,1,1,01,0,0.979016781,0,,,226,7,16,22,0.88508671
USA,1,1,01,0,0.979016781,1,,,68,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,155,7,16,22,0.88508671
USA,1,1,01,0,0.979016781,0,,,68,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,119,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,132,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,181,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,201,7,16,22,0.88508671
USA,0,1,03,0,0.979016781,0,,,228,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,180,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,200,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,9,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,57,7,16,22,0.88508671
USA,0,1,02,0,0.979016781,0,,,225,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,175,7,16,22,0.88508671
USA,1,1,02,0,0.979016781,0,,,68,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,213,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,84,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,167,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,227,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,88,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,148,7,16,22,0.88508671
USA,1,1,01,0,0.979016781,0,,,113,7,16,22,0.88508671
USA,1,1,01,0,0.979016781,0,,,13,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,144,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,218,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,155,7,16,22,0.88508671
USA,1,1,01,0,0.979016781,0,,,139,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,200,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,56,7,16,22,0.88508671
USA,1,1,01,0,0.979016781,0,,,226,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,74,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,18,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,91,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,203,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,90,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,119,7,16,22,0.88508671
USA,1,1,01,0,0.979016781,0,,,70,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,9,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,81,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,1,,,8,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,203,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,119,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,65,7,16,22,0.88508671
USA,1,1,01,0,0.979016781,0,,,226,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,205,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,217,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,33,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,,,,121,7,16,22,0.88508671
USA,1,1,01,0,0.979016781,1,,,226,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,173,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,90,7,16,22,0.88508671
USA,0,1,00,0,0.979016781,0,,,163,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,58,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,1,,,200,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,53,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,119,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,34,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,205,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,,,,98,7,16,22,0.88508671
USA,1,1,01,0,0.979016781,0,,,226,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,18,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,218,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,57,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,46,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,34,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,55,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,119,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,200,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,90,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,131,7,16,22,0.88508671
USA,0,1,00,0,0.979016781,0,,,93,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,200,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,200,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,1,,,203,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,190,7,16,22,0.88508671
USA,1,1,01,0,0.979016781,0,,,226,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,167,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,74,7,16,22,0.88508671
USA,1,1,02,0,0.979016781,0,,,113,7,16,22,0.88508671
USA,1,1,02,0,0.979016781,0,,,113,7,16,22,0.88508671
USA,1,1,02,0,0.979016781,0,,,226,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,200,7,16,22,0.88508671
USA,1,1,01,0,0.979016781,0,,,113,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,8,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,131,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,181,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,74,7,16,22,0.88508671
USA,1,1,01,0,0.979016781,0,,,226,7,16,22,0.88508671
USA,1,1,01,0,0.979016781,0,,,226,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,131,7,16,22,0.88508671
USA,1,1,01,0,0.979016781,0,,,113,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,171,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,119,7,16,22,0.88508671
USA,0,1,00,0,0.979016781,1,,,120,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,200,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,132,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,215,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,131,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,119,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,1,,,225,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,231,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,1,,,203,7,16,22,0.88508671
USA,1,1,01,0,0.979016781,0,,,161,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,,,,214,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,90,7,16,22,0.88508671
USA,1,1,01,0,0.979016781,0,,,13,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,200,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,200,7,16,22,0.88508671
USA,1,1,01,0,0.979016781,0,,,68,7,16,22,0.88508671
USA,0,1,00,0,0.979016781,0,,,198,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,200,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,196,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,145,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,195,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,222,7,16,22,0.88508671
USA,1,1,01,0,0.979016781,0,,,161,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,87,7,16,22,0.88508671
USA,1,1,02,0,0.979016781,0,,,68,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,116,7,16,22,0.88508671
USA,1,1,01,0,0.979016781,0,,,139,7,16,22,0.88508671
USA,1,1,01,0,0.979016781,0,,,165,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,187,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,186,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,1,,,131,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,28,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,28,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,231,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,28,7,16,22,0.88508671
USA,1,1,01,0,0.979016781,0,,,226,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,221,7,16,22,0.88508671
USA,1,1,01,0,0.979016781,0,,,226,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,166,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,120,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,55,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,170,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,119,7,16,22,0.88508671
USA,0,1,03,0,0.979016781,0,,,221,7,16,22,0.88508671
USA,0,1,00,0,0.979016781,0,,,114,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,116,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,63,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,86,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,133,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,99,7,16,22,0.88508671
USA,0,1,03,0,0.979016781,0,,,231,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,28,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,167,7,16,22,0.88508671
USA,1,1,01,0,0.979016781,0,,,13,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,213,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,223,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,205,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,33,7,16,22,0.88508671
USA,0,1,00,0,0.979016781,0,,,109,7,16,22,0.88508671
USA,1,1,01,0,0.979016781,,,,161,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,218,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,217,7,16,22,0.88508671
USA,1,1,01,0,0.979016781,0,,,68,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,145,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,25,7,16,22,0.88508671
USA,0,1,02,0,0.979016781,0,,,222,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,203,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,91,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,203,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,0,,,64,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,1,,,220,7,16,22,0.88508671
USA,0,1,01,0,0.979016781,1,,,48,7,16,22,0.88508671
